Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	3/42	0.1675864156456801	0.7638375373522555	0	0	2.211051243838129	3.9495038744272515	GSK3B;PEA15;ARHGEF2
ceramide biosynthetic process (GO:0046513)	3/42	0.1675864156456801	0.7638375373522555	0	0	2.211051243838129	3.9495038744272515	GBA;ST6GALNAC3;CERS2
regulation of nervous system development (GO:0051960)	3/42	0.1675864156456801	0.7638375373522555	0	0	2.211051243838129	3.9495038744272515	HEYL;DOCK7;PRUNE1
histone H3 acetylation (GO:0043966)	3/42	0.1675864156456801	0.7638375373522555	0	0	2.211051243838129	3.9495038744272515	ING5;DR1;MEAF6
mitochondrial gene expression (GO:0140053)	3/42	0.1675864156456801	0.7638375373522555	0	0	2.211051243838129	3.9495038744272515	MRPS15;MRPS21;MRPS6
regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	TXNDC12;BOK
regulation of execution phase of apoptosis (GO:1900117)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	ZC3H12A;BOK
glutathione derivative biosynthetic process (GO:1901687)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	MGST3;AKR1A1
glutathione derivative metabolic process (GO:1901685)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	MGST3;AKR1A1
rRNA methylation (GO:0031167)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	NSUN4;NSUN3
negative regulation of protein dephosphorylation (GO:0035308)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	GSK3B;TIPRL
protein import into peroxisome membrane (GO:0045046)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	ABCD3;PEX11B
protein localization to cell junction (GO:1902414)	2/22	0.16863179358116262	0.7638375373522555	0	0	2.872916666666667	5.113899910019021	HEG1;PAK2
regulation of cilium assembly (GO:1902017)	4/64	0.16910498007972782	0.7638375373522555	0	0	1.9170149253731343	3.406987119364644	ATG3;ODF2L;CEP97;EVI5
pre-replicative complex assembly (GO:0036388)	4/64	0.16910498007972782	0.7638375373522555	0	0	1.9170149253731343	3.406987119364644	PSMA5;PSMB4;ORC1;PSMB2
antigen receptor-mediated signaling pathway (GO:0050851)	9/185	0.17357300676874382	0.7638375373522555	0	0	1.4725734791524265	2.5787073262998623	VAV3;PSMA5;PSMB4;PSMB2;ZC3H12A;NFKBIZ;BCL10;CD247;PAK2
regulation of establishment of planar polarity (GO:0090175)	5/88	0.17561018172391757	0.7638375373522555	0	0	1.7327606389684298	3.014117407435871	PSMA5;VANGL1;PSMB4;VANGL2;PSMB2
sensory perception of mechanical stimulus (GO:0050954)	5/88	0.17561018172391757	0.7638375373522555	0	0	1.7327606389684298	3.014117407435871	CHRNB2;ESPNL;COL11A1;CDC14A;SOD1
protein localization to plasma membrane (GO:0072659)	7/136	0.17586793864606598	0.7638375373522555	0	0	1.5617656288135002	2.7143828877195446	DLG1;RAP1A;ZDHHC23;PIP5K1A;PDZK1;F11R;NECTIN3
cellular glucose homeostasis (GO:0001678)	3/43	0.1759524169519633	0.7638375373522555	0	0	2.1556631892697466	3.7455546366491	PRKAA2;ZBTB20;LRRC8D
cellular response to glucose starvation (GO:0042149)	3/43	0.1759524169519633	0.7638375373522555	0	0	2.1556631892697466	3.7455546366491	SH3GLB1;PRKAA2;ZC3H12A
tRNA aminoacylation for protein translation (GO:0006418)	3/43	0.1759524169519633	0.7638375373522555	0	0	2.1556631892697466	3.7455546366491	SARS1;PARS2;TARS2
organelle organization (GO:0006996)	18/420	0.17807539983388523	0.7638375373522555	0	0	1.291681834728795	2.228859295641998	ABCD3;ATP8B2;MTX1;SORT1;MAST2;PEX11B;GBA;CDCA8;FNBP1L;CFAP126;IQCG;HAX1;MSTO1;ZMYM6;CHMP2B;ROPN1;GABPA;TMED5
artery development (GO:0060840)	2/23	0.18079823747700813	0.7638375373522555	0	0	2.735969387755102	4.67952975524506	GJA5;ROBO1
regulation of neural precursor cell proliferation (GO:2000177)	2/23	0.18079823747700813	0.7638375373522555	0	0	2.735969387755102	4.67952975524506	TAFA3;NES
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	2/23	0.18079823747700813	0.7638375373522555	0	0	2.735969387755102	4.67952975524506	GSK3B;TIPRL
oligosaccharide biosynthetic process (GO:0009312)	2/23	0.18079823747700813	0.7638375373522555	0	0	2.735969387755102	4.67952975524506	ST3GAL6;ST3GAL3
protein deacylation (GO:0035601)	2/23	0.18079823747700813	0.7638375373522555	0	0	2.735969387755102	4.67952975524506	HDAC4;ABHD10
collagen fibril organization (GO:0030199)	5/89	0.18130545947671134	0.7638375373522555	0	0	1.7120435618193466	2.923437732372435	COL11A1;P3H1;COL6A3;COL8A1;DDR2
transforming growth factor beta receptor signaling pathway (GO:0007179)	5/89	0.18130545947671134	0.7638375373522555	0	0	1.7120435618193466	2.923437732372435	TGFBR3;JUN;ZFYVE9;CGN;F11R
peptide biosynthetic process (GO:0043043)	8/162	0.1814861005035044	0.7638375373522555	0	0	1.4954174954174955	2.552043920886219	MRPS15;SARS1;RPS8;PABPC4;MRPS21;RPL35A;MRPL9;MRPS6
sulfur compound biosynthetic process (GO:0044272)	6/113	0.18205971198443427	0.7638375373522555	0	0	1.61332475236443	2.7481705497268494	B4GALT3;MGST3;CTH;AKR1A1;ST3GAL6;ST3GAL3
cell-cell junction assembly (GO:0007043)	4/66	0.18247593764181955	0.7638375373522555	0	0	1.8549831487722677	3.155580400471726	GJA5;PKN2;RHOC;PAK2
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)	4/66	0.18247593764181955	0.7638375373522555	0	0	1.8549831487722677	3.155580400471726	PSMA5;PSMB4;PSMB2;INTS3
positive regulation of T cell proliferation (GO:0042102)	4/66	0.18247593764181955	0.7638375373522555	0	0	1.8549831487722677	3.155580400471726	CD86;TFRC;CD80;CD1D
mRNA stabilization (GO:0048255)	3/44	0.184431510973554	0.7638375373522555	0	0	2.102976991021773	3.5550344423188056	THRAP3;ELAVL4;YBX1
positive regulation of cell division (GO:0051781)	3/44	0.184431510973554	0.7638375373522555	0	0	2.102976991021773	3.5550344423188056	PKN2;DRD3;CDC14A
positive regulation of mRNA catabolic process (GO:0061014)	3/44	0.184431510973554	0.7638375373522555	0	0	2.102976991021773	3.5550344423188056	MOV10;ZC3H12A;GIGYF2
activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c (GO:0008635)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	BOK
purine nucleobase biosynthetic process (GO:0009113)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	GART
amino-acid betaine transport (GO:0015838)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	PDZK1
pyrimidine nucleotide-sugar transmembrane transport (GO:0090481)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SLC35A3
regulation of 3'-UTR-mediated mRNA stabilization (GO:1905868)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ELAVL4
astrocyte development (GO:0014002)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	S100A9
attachment of GPI anchor to protein (GO:0016255)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	PIGK
regulation of cardiac muscle hypertrophy in response to stress (GO:1903242)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	LMNA
regulation of cellular response to hypoxia (GO:1900037)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	DDAH1
carnitine transport (GO:0015879)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	PDZK1
cellular carbohydrate catabolic process (GO:0044275)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ABHD10
cellular response to salt (GO:1902075)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ZC3H12A
regulation of hormone biosynthetic process (GO:0046885)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ARNT
centromeric sister chromatid cohesion (GO:0070601)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	NAA50
regulation of macromolecule biosynthetic process (GO:0010556)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	S100A9
regulation of membrane tubulation (GO:1903525)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SH3GLB1
embryonic camera-type eye development (GO:0031076)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	NES
regulation of protein targeting (GO:1903533)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	HAX1
establishment of planar polarity (GO:0001736)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	VANGL2
galactolipid biosynthetic process (GO:0019375)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	B4GALT3
galactosylceramide biosynthetic process (GO:0006682)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	B4GALT3
glandular epithelial cell differentiation (GO:0002067)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	WDR77
regulation of translational elongation (GO:0006448)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	USP16
regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	GJA5
glycosylceramide catabolic process (GO:0046477)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	GBA
glycosylceramide metabolic process (GO:0006677)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ST6GALNAC3
response to gonadotropin (GO:0034698)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	TGFBR3
heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	HS2ST1
histone H3-K36 methylation (GO:0010452)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ASH1L
histone H4-K12 acetylation (GO:0043983)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	MEAF6
retinal ganglion cell axon guidance (GO:0031290)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ALCAM
hydrogen peroxide biosynthetic process (GO:0050665)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SOD1
hydrogen sulfide metabolic process (GO:0070813)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	CTH
IMP biosynthetic process (GO:0006188)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	AMPD2
ruffle assembly (GO:0097178)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	PIP5K1A
T-helper 17 cell lineage commitment (GO:0072540)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SLAMF6
transmembrane receptor protein tyrosine phosphatase signaling pathway (GO:0007185)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	PTPRF
ventricular compact myocardium morphogenesis (GO:0003223)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	TGFBR3
vesicle localization (GO:0051648)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SYT11
mRNA 3'-splice site recognition (GO:0000389)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SF3A3
negative regulation of cellular response to hypoxia (GO:1900038)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	DDAH1
negative regulation of chemokine-mediated signaling pathway (GO:0070100)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ROBO1
negative regulation of cytosolic calcium ion concentration (GO:0051481)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	DRD3
negative regulation of glycogen biosynthetic process (GO:0045719)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	GSK3B
negative regulation of lipoprotein lipase activity (GO:0051005)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SORT1
negative regulation of mast cell activation (GO:0033004)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	CD84
negative regulation of myeloid leukocyte mediated immunity (GO:0002887)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	CD84
negative regulation of transporter activity (GO:0032410)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	CTTNBP2NL
peptidyl-diphthamide biosynthetic process from peptidyl-histidine (GO:0017183)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	DPH5
peptidyl-diphthamide metabolic process (GO:0017182)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	DPH5
positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902237)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	BOK
positive regulation of endothelial cell development (GO:1901552)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	F11R
positive regulation of establishment of endothelial barrier (GO:1903142)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	F11R
positive regulation of fever generation (GO:0031622)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	PTGER3
positive regulation of granulocyte differentiation (GO:0030854)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	HAX1
positive regulation of hemoglobin biosynthetic process (GO:0046985)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	SLC6A9
positive regulation of ion transmembrane transport (GO:0034767)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	PDZK1
positive regulation of microglial cell activation (GO:1903980)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	TAFA3
positive regulation of nuclear cell cycle DNA replication (GO:0010571)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	CDC7
positive regulation of osteoblast proliferation (GO:0033690)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	CCN1
positive regulation of plasminogen activation (GO:0010756)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	MELTF
positive regulation of T-helper 2 cell differentiation (GO:0045630)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	CD86
positive regulation of vascular endothelial growth factor signaling pathway (GO:1900748)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	ROBO1
prepulse inhibition (GO:0060134)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	DRD3
protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	OTUD7B
protein geranylgeranylation (GO:0018344)	1/6	0.18593191656704058	0.7638375373522555	0	0	5.741753343239227	9.659780628585512	RABGGTB
regulation of mRNA splicing, via spliceosome (GO:0048024)	5/90	0.1870683867900987	0.7638375373522555	0	0	1.6918139453090653	2.835955613034645	SF3B4;SON;THRAP3;CELF3;MAGOH
protein complex oligomerization (GO:0051259)	5/90	0.1870683867900987	0.7638375373522555	0	0	1.6918139453090653	2.835955613034645	ZC3H12A;LRRC8C;LRRC8D;BCL10;BOK
positive regulation of cellular component organization (GO:0051130)	6/114	0.1871352589430668	0.7638375373522555	0	0	1.5983033932135728	2.6786343985979344	SH3GLB1;GSK3B;TFRC;FAF1;GBA;RHOC
anion transmembrane transport (GO:0098656)	4/67	0.1892885847635405	0.7638375373522555	0	0	1.8254442075337598	3.0384199836994545	SLC35A3;SLC6A9;LRRC8C;LRRC8D
positive regulation of protein metabolic process (GO:0051247)	6/115	0.19226531336119326	0.7638375373522555	0	0	1.5835576553315387	2.6110949954610065	CD86;GSK3B;SLC6A9;CD80;GBA;BCL10
sensory perception of sound (GO:0007605)	5/91	0.1928967095401116	0.7638375373522555	0	0	1.6720547849966976	2.7515340515530706	CHRNB2;ESPNL;COL11A1;CDC14A;SOD1
toll-like receptor signaling pathway (GO:0002224)	5/91	0.1928967095401116	0.7638375373522555	0	0	1.6720547849966976	2.7515340515530706	S100A1;CTSK;BCL10;S100A14;S100A9
carbohydrate biosynthetic process (GO:0016051)	2/24	0.19308983609400787	0.7638375373522555	0	0	2.6114718614718613	4.294825908841505	ST3GAL6;ST3GAL3
regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	2/24	0.19308983609400787	0.7638375373522555	0	0	2.6114718614718613	4.294825908841505	TGFBR3;TRIM33
defense response to fungus (GO:0050832)	2/24	0.19308983609400787	0.7638375373522555	0	0	2.6114718614718613	4.294825908841505	BCL10;S100A9
wound healing, spreading of cells (GO:0044319)	2/24	0.19308983609400787	0.7638375373522555	0	0	2.6114718614718613	4.294825908841505	RHOC;CCN1
negative regulation of neuron differentiation (GO:0045665)	2/24	0.19308983609400787	0.7638375373522555	0	0	2.6114718614718613	4.294825908841505	GSK3B;NEPRO
negative regulation of synaptic transmission (GO:0050805)	2/24	0.19308983609400787	0.7638375373522555	0	0	2.6114718614718613	4.294825908841505	SYT11;DRD3
positive regulation of p38MAPK cascade (GO:1900745)	2/24	0.19308983609400787	0.7638375373522555	0	0	2.6114718614718613	4.294825908841505	GADD45A;ZC3H12A
transcription by RNA polymerase II (GO:0006366)	14/320	0.19408412841844183	0.7638375373522555	0	0	1.3184789067142009	2.1615981251888203	NOTCH2;POU2F1;NCBP2;TAF13;INTS3;NR1I3;EAF2;RORC;TTF2;RPRD2;RPAP2;GTF2E1;LSM10;RXRG
transcription initiation from RNA polymerase II promoter (GO:0006367)	7/140	0.19417022207025672	0.7638375373522555	0	0	1.5144796023041112	2.4822624657305647	NOTCH2;DR1;TAF13;NR1I3;RORC;GTF2E1;RXRG
positive regulation of protein localization to nucleus (GO:1900182)	4/68	0.1961808501753788	0.7638375373522555	0	0	1.7968283582089553	2.9265273012167237	TFRC;ZC3H12A;CCT8;DMAP1
regulation of protein-containing complex assembly (GO:0043254)	6/116	0.19744838407533644	0.7638375373522555	0	0	1.5690800217746326	2.545484117640743	SH3GLB1;GSK3B;TFRC;FAF1;GBA;RHOC
regulation of cell growth (GO:0001558)	10/217	0.19834285152756265	0.7638375373522555	0	0	1.390998777719574	2.250299640399821	ST7L;ARHGEF11;CDKN2C;PSRC1;TFRC;ADAM15;NPR1;PTCH2;MELTF;S100A9
regulation of lipid metabolic process (GO:0019216)	5/92	0.1987881483026128	0.7638375373522555	0	0	1.652749858254729	2.670043183405137	ZFP69;NFYC;PMVK;RORC;CERS2
negative regulation of mitotic cell cycle phase transition (GO:1901991)	5/92	0.1987881483026128	0.7638375373522555	0	0	1.652749858254729	2.670043183405137	PSMA5;PSMB4;DLG1;CDKN2C;PSMB2
positive regulation of cellular component biogenesis (GO:0044089)	5/92	0.1987881483026128	0.7638375373522555	0	0	1.652749858254729	2.670043183405137	SH3GLB1;GSK3B;TFRC;FAF1;RHOC
alpha-amino acid metabolic process (GO:1901605)	3/46	0.20169706864650203	0.7638375373522555	0	0	2.004956157072055	3.209911484544325	DDAH1;KYAT3;RIMKLA
regulation of B cell proliferation (GO:0030888)	3/46	0.20169706864650203	0.7638375373522555	0	0	2.004956157072055	3.209911484544325	CHRNB2;VAV3;TFRC
interleukin-12-mediated signaling pathway (GO:0035722)	3/46	0.20169706864650203	0.7638375373522555	0	0	2.004956157072055	3.209911484544325	PAK2;IL12RB2;SOD1
spliceosomal complex assembly (GO:0000245)	3/46	0.20169706864650203	0.7638375373522555	0	0	2.004956157072055	3.209911484544325	SF3A3;CELF3;KHDC4
vesicle organization (GO:0016050)	3/46	0.20169706864650203	0.7638375373522555	0	0	2.004956157072055	3.209911484544325	SORT1;CHMP2B;FNBP1L
negative regulation of tumor necrosis factor production (GO:0032720)	3/46	0.20169706864650203	0.7638375373522555	0	0	2.004956157072055	3.209911484544325	SYT11;ZC3H12A;SLAMF1
positive regulation of smooth muscle cell proliferation (GO:0048661)	3/46	0.20169706864650203	0.7638375373522555	0	0	2.004956157072055	3.209911484544325	JUN;ADAMTS1;MEF2D
positive regulation of cell projection organization (GO:0031346)	6/117	0.2026829586635962	0.7638375373522555	0	0	1.554863246480013	2.4817363537254837	RAP1A;LRRC7;P3H1;S100A9;EPHA3;ROBO1
protein quality control for misfolded or incompletely synthesized proteins (GO:0006515)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	ZYG11B;OMA1
receptor signaling pathway via STAT (GO:0097696)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	IFNAR2;IFNAR1
regulation of cardiac muscle cell action potential (GO:0098901)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	DLG1;GJA5
cardiac conduction system development (GO:0003161)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	NOTCH2;GJA5
cellular response to hexose stimulus (GO:0071331)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	PRKAA2;ZBTB20
endosome transport via multivesicular body sorting pathway (GO:0032509)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	SORT1;CHMP2B
regulation of spindle assembly (GO:0090169)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	CHMP2B;CEP97
peroxisome organization (GO:0007031)	2/25	0.20548438066696123	0.7638375373522555	0	0	2.4978002070393375	3.952482216109502	ABCD3;PEX11B
cellular response to lipid (GO:0071396)	10/219	0.20590367401321785	0.7638375373522555	0	0	1.3775436674929382	2.1769967563034758	CD86;ADAM15;CD80;ZC3H12A;NRIP1;RORC;BCL10;ATP1A1;EPHA3;ADCY5
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	6/118	0.20796750508169337	0.7638375373522555	0	0	1.5409003421727974	2.4197889664957133	PTGFR;ADGRG7;PTGER3;S1PR1;DRD3;ADCY5
positive regulation of protein-containing complex assembly (GO:0031334)	6/118	0.20796750508169337	0.7638375373522555	0	0	1.5409003421727974	2.4197889664957133	SH3GLB1;GSK3B;TFRC;FAF1;CHD1L;RHOC
negative regulation of macromolecule metabolic process (GO:0010605)	9/194	0.2090166249879067	0.7638375373522555	0	0	1.400276366592156	2.1919106867896048	NOTCH2;MOV10;KDM4A;PRKAA2;SETDB1;ZC3H12A;ZNF148;PARP14;ROBO1
aerobic electron transport chain (GO:0019646)	4/70	0.21018869191635253	0.7638375373522555	0	0	1.7421981004070557	2.717392822929499	NDUFS5;NDUFA10;SDHC;UQCRH
carbohydrate homeostasis (GO:0033500)	4/70	0.21018869191635253	0.7638375373522555	0	0	1.7421981004070557	2.717392822929499	CRTC2;PRKAA2;LEPR;USF1
regulation of protein localization to nucleus (GO:1900180)	3/47	0.2104678496940894	0.7638375373522555	0	0	1.9592873594363907	3.053397251319297	GSK3B;TFRC;OTUD7B
epithelial to mesenchymal transition (GO:0001837)	3/47	0.2104678496940894	0.7638375373522555	0	0	1.9592873594363907	3.053397251319297	TGFBR3;GSK3B;HEYL
negative regulation of cell death (GO:0060548)	5/94	0.21075114860988542	0.7638375373522555	0	0	1.6154414605062057	2.515367117797266	GSK3B;GBA;TXNDC12;CCN1;CD200
adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	DRD3
amino-acid betaine metabolic process (GO:0006577)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	CPT2
pyrimidine-containing compound biosynthetic process (GO:0072528)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	CTPS1
arginine catabolic process (GO:0006527)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	DDAH1
aspartate transmembrane transport (GO:0015810)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	LRRC8D
astrocyte differentiation (GO:0048708)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	S100A9
regulation of atrial cardiac muscle cell membrane depolarization (GO:0060371)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	GJA5
AV node cell to bundle of His cell communication (GO:0086067)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	GJA5
regulation of bone remodeling (GO:0046850)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	LEPR
bleb assembly (GO:0032060)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	MYLK
cellular hypotonic response (GO:0071476)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	MYLK
regulation of dopamine metabolic process (GO:0042053)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	CHRNB2
cellular nitrogen compound catabolic process (GO:0044270)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	NIT1
regulation of extracellular matrix assembly (GO:1901201)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	TIE1
regulation of glycogen (starch) synthase activity (GO:2000465)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	GSK3B
regulation of hemoglobin biosynthetic process (GO:0046984)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	SLC6A9
regulation of histone H3-K27 methylation (GO:0061085)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	MTF2
regulation of inositol phosphate biosynthetic process (GO:0010919)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	CD244
citrulline metabolic process (GO:0000052)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	DDAH1
collagen-activated tyrosine kinase receptor signaling pathway (GO:0038063)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	DDR2
regulation of lysosomal protein catabolic process (GO:1905165)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	GBA
definitive hemopoiesis (GO:0060216)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	TGFBR3
dense core granule cytoskeletal transport (GO:0099519)	1/7	0.21337420567487445	0.7638375373522555	0	0	4.784546805349183	7.390726867993192	KIF1A
